Producto,Categoría,Cantidad,Precio Total,Fecha
"Pasta Doria Espagueti 250g","Granos y cereales",7,256100.00,"2026-02-17 16:26:00"
"Harina de Trigo 1Kg","Granos y cereales",3,256100.00,"2026-02-17 16:26:00"
"Leche Alqueria Entera 1L","Lacteos",5,256100.00,"2026-02-17 16:26:00"
"Leche Colanta Deslactosada 1L","Lacteos",8,256100.00,"2026-02-17 16:26:00"
"Yogurt Alpina 1L","Lacteos",4,256100.00,"2026-02-17 16:26:00"
"Coca-Cola 350ml","Bebidas",9,256100.00,"2026-02-17 16:26:00"
"Chiclets Adams x3","Snacks",2,159200.00,"2026-02-17 14:02:00"
"Chocoramo","Snacks",11,159200.00,"2026-02-17 14:02:00"
"Aceite Girasol 1L","Basicos hogar",5,159200.00,"2026-02-17 14:02:00"
"Azucar Manuelita 1Kg","Basicos hogar",8,159200.00,"2026-02-17 14:02:00"
"Sal Refisal 1Kg","Basicos hogar",1,159200.00,"2026-02-17 14:02:00"
"Panela redonda 500g","Basicos hogar",1,159200.00,"2026-02-17 14:02:00"
"Huevos x30 unidades","Basicos hogar",3,159200.00,"2026-02-17 14:02:00"
"Arroz Diana 1Kg","Granos y cereales",17,1145000.00,"2026-02-16 22:38:00"
"Arroz Roa 5Kg","Granos y cereales",8,1145000.00,"2026-02-16 22:38:00"
"Lentejas 500g","Granos y cereales",15,1145000.00,"2026-02-16 22:38:00"
"Frijol rojo 500g","Granos y cereales",7,1145000.00,"2026-02-16 22:38:00"
"Avena Quaker 400g","Granos y cereales",4,1145000.00,"2026-02-16 22:38:00"
"Pasta Doria Espagueti 250g","Granos y cereales",14,1145000.00,"2026-02-16 22:38:00"
"Harina de Trigo 1Kg","Granos y cereales",4,1145000.00,"2026-02-16 22:38:00"
"Leche Alqueria Entera 1L","Lacteos",4,1145000.00,"2026-02-16 22:38:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,1145000.00,"2026-02-16 22:38:00"
"Yogurt Alpina 1L","Lacteos",10,1145000.00,"2026-02-16 22:38:00"
"Mantequilla 250g","Lacteos",4,1145000.00,"2026-02-16 22:38:00"
"Coca-Cola 350ml","Bebidas",6,1145000.00,"2026-02-16 22:38:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",8,1145000.00,"2026-02-16 22:38:00"
"Jugo Hit Naranja 1L","Bebidas",4,1145000.00,"2026-02-16 22:38:00"
"Agua Cristal 600ml","Bebidas",14,1145000.00,"2026-02-16 22:38:00"
"Cerveza Poker 330ml","Bebidas",11,1145000.00,"2026-02-16 22:38:00"
"Aguardiante Antioqueno 375ml","Bebidas",1,1145000.00,"2026-02-16 22:38:00"
"Papel Higienico Familia x4","Aseo",3,1145000.00,"2026-02-16 22:38:00"
"Cepillo de Dientes Colgate","Aseo",1,1145000.00,"2026-02-16 22:38:00"
"Atun Van Camps 160g","Enlatados",3,1145000.00,"2026-02-16 22:38:00"
"Sardina Isabel 170g","Enlatados",1,1145000.00,"2026-02-16 22:38:00"
"Frijoles enlatados Zenú 300g","Enlatados",6,1145000.00,"2026-02-16 22:38:00"
"Maiz tierno Zenú 300g","Enlatados",1,1145000.00,"2026-02-16 22:38:00"
"Salchicha Ranchera x5","Enlatados",7,1145000.00,"2026-02-16 22:38:00"
"Papas Margarita Natural 30g","Snacks",7,1145000.00,"2026-02-16 22:38:00"
"Galletas Festival Chocolate","Snacks",11,1145000.00,"2026-02-16 22:38:00"
"Chocolate Jet 50g","Snacks",3,1145000.00,"2026-02-16 22:38:00"
"Chocoramo","Snacks",7,1145000.00,"2026-02-16 22:38:00"
"Aceite Girasol 1L","Basicos hogar",4,1145000.00,"2026-02-16 22:38:00"
"Azucar Manuelita 1Kg","Basicos hogar",7,1145000.00,"2026-02-16 22:38:00"
"Sal Refisal 1Kg","Basicos hogar",1,1145000.00,"2026-02-16 22:38:00"
"Cafe Sello Rojo 250g","Basicos hogar",17,1145000.00,"2026-02-16 22:38:00"
"Panela redonda 500g","Basicos hogar",6,1145000.00,"2026-02-16 22:38:00"
"Huevos x30 unidades","Basicos hogar",7,1145000.00,"2026-02-16 22:38:00"
"Arroz Diana 1Kg","Granos y cereales",11,642600.00,"2026-02-16 00:56:00"
"Arroz Roa 5Kg","Granos y cereales",18,642600.00,"2026-02-16 00:56:00"
"Lentejas 500g","Granos y cereales",9,642600.00,"2026-02-16 00:56:00"
"Frijol rojo 500g","Granos y cereales",13,642600.00,"2026-02-16 00:56:00"
"Avena Quaker 400g","Granos y cereales",9,642600.00,"2026-02-16 00:56:00"
"Pasta Doria Espagueti 250g","Granos y cereales",11,642600.00,"2026-02-16 00:56:00"
"Harina de Trigo 1Kg","Granos y cereales",5,642600.00,"2026-02-16 00:56:00"
"Leche Alqueria Entera 1L","Lacteos",5,642600.00,"2026-02-16 00:56:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,642600.00,"2026-02-16 00:56:00"
"Chiclets Adams x3","Snacks",2,534100.00,"2026-02-15 23:50:00"
"Chocoramo","Snacks",9,534100.00,"2026-02-15 23:50:00"
"Aceite Girasol 1L","Basicos hogar",16,534100.00,"2026-02-15 23:50:00"
"Azucar Manuelita 1Kg","Basicos hogar",18,534100.00,"2026-02-15 23:50:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,534100.00,"2026-02-15 23:50:00"
"Panela redonda 500g","Basicos hogar",9,534100.00,"2026-02-15 23:50:00"
"Huevos x30 unidades","Basicos hogar",13,534100.00,"2026-02-15 23:50:00"
"Papel Higienico Familia x4","Aseo",2,202900.00,"2026-02-15 17:05:00"
"Cepillo de Dientes Colgate","Aseo",4,202900.00,"2026-02-15 17:05:00"
"Atun Van Camps 160g","Enlatados",9,202900.00,"2026-02-15 17:05:00"
"Sardina Isabel 170g","Enlatados",2,202900.00,"2026-02-15 17:05:00"
"Frijoles enlatados Zenú 300g","Enlatados",7,202900.00,"2026-02-15 17:05:00"
"Salchicha Ranchera x5","Enlatados",4,202900.00,"2026-02-15 17:05:00"
"Papas Margarita Natural 30g","Snacks",18,202900.00,"2026-02-15 17:05:00"
"Galletas Festival Chocolate","Snacks",18,202900.00,"2026-02-15 17:05:00"
"Chocolate Jet 50g","Snacks",4,202900.00,"2026-02-15 17:05:00"
"Yogurt Alpina 1L","Lacteos",11,319200.00,"2026-02-15 16:07:00"
"Queso Campesino 500g","Lacteos",7,319200.00,"2026-02-15 16:07:00"
"Mantequilla 250g","Lacteos",2,319200.00,"2026-02-15 16:07:00"
"Coca-Cola 350ml","Bebidas",5,319200.00,"2026-02-15 16:07:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",22,319200.00,"2026-02-15 16:07:00"
"Jugo Hit Naranja 1L","Bebidas",4,319200.00,"2026-02-15 16:07:00"
"Agua Cristal 600ml","Bebidas",5,319200.00,"2026-02-15 16:07:00"
"Cerveza Poker 330ml","Bebidas",22,319200.00,"2026-02-15 16:07:00"
"Detergente Fab 1Kg","Aseo",4,319200.00,"2026-02-15 16:07:00"
"Arroz Diana 1Kg","Granos y cereales",4,431500.00,"2026-02-14 20:45:00"
"Arroz Roa 5Kg","Granos y cereales",5,431500.00,"2026-02-14 20:45:00"
"Lentejas 500g","Granos y cereales",4,431500.00,"2026-02-14 20:45:00"
"Frijol rojo 500g","Granos y cereales",10,431500.00,"2026-02-14 20:45:00"
"Avena Quaker 400g","Granos y cereales",1,431500.00,"2026-02-14 20:45:00"
"Pasta Doria Espagueti 250g","Granos y cereales",9,431500.00,"2026-02-14 20:45:00"
"Harina de Trigo 1Kg","Granos y cereales",3,431500.00,"2026-02-14 20:45:00"
"Leche Alqueria Entera 1L","Lacteos",10,431500.00,"2026-02-14 20:45:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,431500.00,"2026-02-14 20:45:00"
"Yogurt Alpina 1L","Lacteos",13,431500.00,"2026-02-14 20:45:00"
"Queso Campesino 500g","Lacteos",1,431500.00,"2026-02-14 20:45:00"
"Coca-Cola 350ml","Bebidas",8,431500.00,"2026-02-14 20:45:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",16,431500.00,"2026-02-14 20:45:00"
"Agua Cristal 600ml","Bebidas",13,431500.00,"2026-02-14 20:45:00"
"Cerveza Poker 330ml","Bebidas",7,559600.00,"2026-02-14 12:54:00"
"Papel Higienico Familia x4","Aseo",5,559600.00,"2026-02-14 12:54:00"
"Atun Van Camps 160g","Enlatados",7,559600.00,"2026-02-14 12:54:00"
"Salchicha Ranchera x5","Enlatados",3,559600.00,"2026-02-14 12:54:00"
"Papas Margarita Natural 30g","Snacks",8,559600.00,"2026-02-14 12:54:00"
"Galletas Festival Chocolate","Snacks",13,559600.00,"2026-02-14 12:54:00"
"Chocolate Jet 50g","Snacks",4,559600.00,"2026-02-14 12:54:00"
"Chiclets Adams x3","Snacks",3,559600.00,"2026-02-14 12:54:00"
"Chocoramo","Snacks",12,559600.00,"2026-02-14 12:54:00"
"Aceite Girasol 1L","Basicos hogar",13,559600.00,"2026-02-14 12:54:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,559600.00,"2026-02-14 12:54:00"
"Cafe Sello Rojo 250g","Basicos hogar",14,559600.00,"2026-02-14 12:54:00"
"Panela redonda 500g","Basicos hogar",1,559600.00,"2026-02-14 12:54:00"
"Huevos x30 unidades","Basicos hogar",8,559600.00,"2026-02-14 12:54:00"
"Mantequilla 250g","Lacteos",5,147900.00,"2026-02-13 17:00:00"
"Coca-Cola 350ml","Bebidas",7,147900.00,"2026-02-13 17:00:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",8,147900.00,"2026-02-13 17:00:00"
"Jugo Hit Naranja 1L","Bebidas",3,147900.00,"2026-02-13 17:00:00"
"Agua Cristal 600ml","Bebidas",11,147900.00,"2026-02-13 17:00:00"
"Cerveza Poker 330ml","Bebidas",11,147900.00,"2026-02-13 17:00:00"
"Cloro Blancox 500ml","Aseo",1,147900.00,"2026-02-13 17:00:00"
"Atun Van Camps 160g","Enlatados",4,147900.00,"2026-02-13 17:00:00"
"Salchicha Ranchera x5","Enlatados",2,272800.00,"2026-02-13 16:31:00"
"Papas Margarita Natural 30g","Snacks",6,272800.00,"2026-02-13 16:31:00"
"Galletas Festival Chocolate","Snacks",6,272800.00,"2026-02-13 16:31:00"
"Chocoramo","Snacks",9,272800.00,"2026-02-13 16:31:00"
"Azucar Manuelita 1Kg","Basicos hogar",4,272800.00,"2026-02-13 16:31:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,272800.00,"2026-02-13 16:31:00"
"Huevos x30 unidades","Basicos hogar",8,272800.00,"2026-02-13 16:31:00"
"Arroz Diana 1Kg","Granos y cereales",8,268800.00,"2026-02-13 14:48:00"
"Arroz Roa 5Kg","Granos y cereales",3,268800.00,"2026-02-13 14:48:00"
"Lentejas 500g","Granos y cereales",6,268800.00,"2026-02-13 14:48:00"
"Frijol rojo 500g","Granos y cereales",5,268800.00,"2026-02-13 14:48:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,268800.00,"2026-02-13 14:48:00"
"Leche Alqueria Entera 1L","Lacteos",4,268800.00,"2026-02-13 14:48:00"
"Leche Colanta Deslactosada 1L","Lacteos",11,268800.00,"2026-02-13 14:48:00"
"Yogurt Alpina 1L","Lacteos",7,268800.00,"2026-02-13 14:48:00"
"Agua Cristal 600ml","Bebidas",5,107800.00,"2026-02-13 01:31:00"
"Cerveza Poker 330ml","Bebidas",7,107800.00,"2026-02-13 01:31:00"
"Jabon Rey 300g","Aseo",1,107800.00,"2026-02-13 01:31:00"
"Papel Higienico Familia x4","Aseo",5,107800.00,"2026-02-13 01:31:00"
"Atun Van Camps 160g","Enlatados",4,107800.00,"2026-02-13 01:31:00"
"Papas Margarita Natural 30g","Snacks",10,107800.00,"2026-02-13 01:31:00"
"Leche Alqueria Entera 1L","Lacteos",12,167600.00,"2026-02-13 00:15:00"
"Leche Colanta Deslactosada 1L","Lacteos",7,167600.00,"2026-02-13 00:15:00"
"Yogurt Alpina 1L","Lacteos",8,167600.00,"2026-02-13 00:15:00"
"Coca-Cola 350ml","Bebidas",7,167600.00,"2026-02-13 00:15:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",3,167600.00,"2026-02-13 00:15:00"
"Jugo Hit Naranja 1L","Bebidas",4,167600.00,"2026-02-13 00:15:00"
"Galletas Festival Chocolate","Snacks",3,327200.00,"2026-02-12 21:10:00"
"Chocoramo","Snacks",6,327200.00,"2026-02-12 21:10:00"
"Aceite Girasol 1L","Basicos hogar",12,327200.00,"2026-02-12 21:10:00"
"Azucar Manuelita 1Kg","Basicos hogar",11,327200.00,"2026-02-12 21:10:00"
"Cafe Sello Rojo 250g","Basicos hogar",9,327200.00,"2026-02-12 21:10:00"
"Huevos x30 unidades","Basicos hogar",5,327200.00,"2026-02-12 21:10:00"
"Arroz Diana 1Kg","Granos y cereales",11,243000.00,"2026-02-12 15:52:00"
"Arroz Roa 5Kg","Granos y cereales",3,243000.00,"2026-02-12 15:52:00"
"Lentejas 500g","Granos y cereales",9,243000.00,"2026-02-12 15:52:00"
"Frijol rojo 500g","Granos y cereales",12,243000.00,"2026-02-12 15:52:00"
"Avena Quaker 400g","Granos y cereales",4,243000.00,"2026-02-12 15:52:00"
"Pasta Doria Espagueti 250g","Granos y cereales",10,243000.00,"2026-02-12 15:52:00"
"Detergente Fab 1Kg","Aseo",2,87600.00,"2026-02-12 00:34:00"
"Papel Higienico Familia x4","Aseo",2,87600.00,"2026-02-12 00:34:00"
"Sardina Isabel 170g","Enlatados",1,87600.00,"2026-02-12 00:34:00"
"Maiz tierno Zenú 300g","Enlatados",2,87600.00,"2026-02-12 00:34:00"
"Salchicha Ranchera x5","Enlatados",2,87600.00,"2026-02-12 00:34:00"
"Papas Margarita Natural 30g","Snacks",12,87600.00,"2026-02-12 00:34:00"
"Galletas Festival Chocolate","Snacks",10,87600.00,"2026-02-12 00:34:00"
"Arroz Diana 1Kg","Granos y cereales",10,439200.00,"2026-02-11 22:23:00"
"Arroz Roa 5Kg","Granos y cereales",12,439200.00,"2026-02-11 22:23:00"
"Lentejas 500g","Granos y cereales",8,439200.00,"2026-02-11 22:23:00"
"Frijol rojo 500g","Granos y cereales",11,439200.00,"2026-02-11 22:23:00"
"Pasta Doria Espagueti 250g","Granos y cereales",11,439200.00,"2026-02-11 22:23:00"
"Leche Alqueria Entera 1L","Lacteos",8,439200.00,"2026-02-11 22:23:00"
"Leche Colanta Deslactosada 1L","Lacteos",4,439200.00,"2026-02-11 22:23:00"
"Yogurt Alpina 1L","Lacteos",5,103800.00,"2026-02-11 20:36:00"
"Mantequilla 250g","Lacteos",1,103800.00,"2026-02-11 20:36:00"
"Coca-Cola 350ml","Bebidas",11,103800.00,"2026-02-11 20:36:00"
"Jugo Hit Naranja 1L","Bebidas",4,103800.00,"2026-02-11 20:36:00"
"Agua Cristal 600ml","Bebidas",3,103800.00,"2026-02-11 20:36:00"
"Cerveza Poker 330ml","Bebidas",7,103800.00,"2026-02-11 20:36:00"
"Jabon Rey 300g","Aseo",1,103800.00,"2026-02-11 20:36:00"
"Chocolate Jet 50g","Snacks",5,353600.00,"2026-02-11 14:37:00"
"Chocoramo","Snacks",9,353600.00,"2026-02-11 14:37:00"
"Aceite Girasol 1L","Basicos hogar",12,353600.00,"2026-02-11 14:37:00"
"Azucar Manuelita 1Kg","Basicos hogar",3,353600.00,"2026-02-11 14:37:00"
"Cafe Sello Rojo 250g","Basicos hogar",9,353600.00,"2026-02-11 14:37:00"
"Huevos x30 unidades","Basicos hogar",8,353600.00,"2026-02-11 14:37:00"
"Arroz Diana 1Kg","Granos y cereales",11,267600.00,"2026-02-10 20:16:00"
"Arroz Roa 5Kg","Granos y cereales",7,267600.00,"2026-02-10 20:16:00"
"Lentejas 500g","Granos y cereales",6,267600.00,"2026-02-10 20:16:00"
"Frijol rojo 500g","Granos y cereales",6,267600.00,"2026-02-10 20:16:00"
"Avena Quaker 400g","Granos y cereales",2,267600.00,"2026-02-10 20:16:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,267600.00,"2026-02-10 20:16:00"
"Agua Cristal 600ml","Bebidas",6,93300.00,"2026-02-10 20:13:00"
"Cerveza Poker 330ml","Bebidas",9,93300.00,"2026-02-10 20:13:00"
"Atun Van Camps 160g","Enlatados",3,93300.00,"2026-02-10 20:13:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,93300.00,"2026-02-10 20:13:00"
"Papas Margarita Natural 30g","Snacks",9,93300.00,"2026-02-10 20:13:00"
"Galletas Festival Chocolate","Snacks",8,93300.00,"2026-02-10 20:13:00"
"Leche Alqueria Entera 1L","Lacteos",7,163000.00,"2026-02-10 17:14:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,163000.00,"2026-02-10 17:14:00"
"Yogurt Alpina 1L","Lacteos",5,163000.00,"2026-02-10 17:14:00"
"Queso Campesino 500g","Lacteos",2,163000.00,"2026-02-10 17:14:00"
"Coca-Cola 350ml","Bebidas",8,163000.00,"2026-02-10 17:14:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",5,163000.00,"2026-02-10 17:14:00"
"Chocolate Jet 50g","Snacks",2,145400.00,"2026-02-10 12:13:00"
"Chocoramo","Snacks",7,145400.00,"2026-02-10 12:13:00"
"Cafe Sello Rojo 250g","Basicos hogar",8,145400.00,"2026-02-10 12:13:00"
"Huevos x30 unidades","Basicos hogar",4,145400.00,"2026-02-10 12:13:00"
"Yogurt Alpina 1L","Lacteos",11,187700.00,"2026-02-09 21:41:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",6,187700.00,"2026-02-09 21:41:00"
"Jugo Hit Naranja 1L","Bebidas",3,187700.00,"2026-02-09 21:41:00"
"Agua Cristal 600ml","Bebidas",10,187700.00,"2026-02-09 21:41:00"
"Cerveza Poker 330ml","Bebidas",6,187700.00,"2026-02-09 21:41:00"
"Aguardiante Antioqueno 375ml","Bebidas",2,187700.00,"2026-02-09 21:41:00"
"Papel Higienico Familia x4","Aseo",4,187700.00,"2026-02-09 21:41:00"
"Atun Van Camps 160g","Enlatados",1,187700.00,"2026-02-09 21:41:00"
"Frijoles enlatados Zenú 300g","Enlatados",2,293000.00,"2026-02-09 15:41:00"
"Papas Margarita Natural 30g","Snacks",7,293000.00,"2026-02-09 15:41:00"
"Galletas Festival Chocolate","Snacks",12,293000.00,"2026-02-09 15:41:00"
"Chocolate Jet 50g","Snacks",3,293000.00,"2026-02-09 15:41:00"
"Aceite Girasol 1L","Basicos hogar",6,293000.00,"2026-02-09 15:41:00"
"Azucar Manuelita 1Kg","Basicos hogar",3,293000.00,"2026-02-09 15:41:00"
"Cafe Sello Rojo 250g","Basicos hogar",7,293000.00,"2026-02-09 15:41:00"
"Huevos x30 unidades","Basicos hogar",8,293000.00,"2026-02-09 15:41:00"
"Arroz Diana 1Kg","Granos y cereales",9,219800.00,"2026-02-09 15:01:00"
"Lentejas 500g","Granos y cereales",6,219800.00,"2026-02-09 15:01:00"
"Frijol rojo 500g","Granos y cereales",12,219800.00,"2026-02-09 15:01:00"
"Avena Quaker 400g","Granos y cereales",1,219800.00,"2026-02-09 15:01:00"
"Pasta Doria Espagueti 250g","Granos y cereales",7,219800.00,"2026-02-09 15:01:00"
"Harina de Trigo 1Kg","Granos y cereales",1,219800.00,"2026-02-09 15:01:00"
"Leche Alqueria Entera 1L","Lacteos",7,219800.00,"2026-02-09 15:01:00"
"Leche Colanta Deslactosada 1L","Lacteos",10,219800.00,"2026-02-09 15:01:00"
"Agua Cristal 600ml","Bebidas",9,485400.00,"2026-02-08 21:56:00"
"Cerveza Poker 330ml","Bebidas",13,485400.00,"2026-02-08 21:56:00"
"Papel Higienico Familia x4","Aseo",1,485400.00,"2026-02-08 21:56:00"
"Atun Van Camps 160g","Enlatados",1,485400.00,"2026-02-08 21:56:00"
"Papas Margarita Natural 30g","Snacks",14,485400.00,"2026-02-08 21:56:00"
"Galletas Festival Chocolate","Snacks",8,485400.00,"2026-02-08 21:56:00"
"Chocolate Jet 50g","Snacks",1,485400.00,"2026-02-08 21:56:00"
"Chocoramo","Snacks",4,485400.00,"2026-02-08 21:56:00"
"Aceite Girasol 1L","Basicos hogar",10,485400.00,"2026-02-08 21:56:00"
"Azucar Manuelita 1Kg","Basicos hogar",7,485400.00,"2026-02-08 21:56:00"
"Cafe Sello Rojo 250g","Basicos hogar",13,485400.00,"2026-02-08 21:56:00"
"Huevos x30 unidades","Basicos hogar",9,485400.00,"2026-02-08 21:56:00"
"Arroz Diana 1Kg","Granos y cereales",4,399100.00,"2026-02-08 12:28:00"
"Arroz Roa 5Kg","Granos y cereales",4,399100.00,"2026-02-08 12:28:00"
"Lentejas 500g","Granos y cereales",4,399100.00,"2026-02-08 12:28:00"
"Frijol rojo 500g","Granos y cereales",13,399100.00,"2026-02-08 12:28:00"
"Pasta Doria Espagueti 250g","Granos y cereales",13,399100.00,"2026-02-08 12:28:00"
"Leche Alqueria Entera 1L","Lacteos",7,399100.00,"2026-02-08 12:28:00"
"Leche Colanta Deslactosada 1L","Lacteos",16,399100.00,"2026-02-08 12:28:00"
"Yogurt Alpina 1L","Lacteos",4,399100.00,"2026-02-08 12:28:00"
"Queso Campesino 500g","Lacteos",5,399100.00,"2026-02-08 12:28:00"
"Mantequilla 250g","Lacteos",1,399100.00,"2026-02-08 12:28:00"
"Coca-Cola 350ml","Bebidas",5,399100.00,"2026-02-08 12:28:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,399100.00,"2026-02-08 12:28:00"
"Arroz Diana 1Kg","Granos y cereales",13,1182600.00,"2026-02-07 22:15:00"
"Arroz Roa 5Kg","Granos y cereales",9,1182600.00,"2026-02-07 22:15:00"
"Lentejas 500g","Granos y cereales",12,1182600.00,"2026-02-07 22:15:00"
"Frijol rojo 500g","Granos y cereales",5,1182600.00,"2026-02-07 22:15:00"
"Pasta Doria Espagueti 250g","Granos y cereales",8,1182600.00,"2026-02-07 22:15:00"
"Harina de Trigo 1Kg","Granos y cereales",5,1182600.00,"2026-02-07 22:15:00"
"Leche Alqueria Entera 1L","Lacteos",13,1182600.00,"2026-02-07 22:15:00"
"Leche Colanta Deslactosada 1L","Lacteos",16,1182600.00,"2026-02-07 22:15:00"
"Yogurt Alpina 1L","Lacteos",16,1182600.00,"2026-02-07 22:15:00"
"Queso Campesino 500g","Lacteos",7,1182600.00,"2026-02-07 22:15:00"
"Coca-Cola 350ml","Bebidas",13,1182600.00,"2026-02-07 22:15:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",10,1182600.00,"2026-02-07 22:15:00"
"Jugo Hit Naranja 1L","Bebidas",1,1182600.00,"2026-02-07 22:15:00"
"Agua Cristal 600ml","Bebidas",5,1182600.00,"2026-02-07 22:15:00"
"Cerveza Poker 330ml","Bebidas",13,1182600.00,"2026-02-07 22:15:00"
"Detergente Fab 1Kg","Aseo",3,1182600.00,"2026-02-07 22:15:00"
"Papel Higienico Familia x4","Aseo",5,1182600.00,"2026-02-07 22:15:00"
"Sardina Isabel 170g","Enlatados",5,1182600.00,"2026-02-07 22:15:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,1182600.00,"2026-02-07 22:15:00"
"Salchicha Ranchera x5","Enlatados",1,1182600.00,"2026-02-07 22:15:00"
"Papas Margarita Natural 30g","Snacks",5,1182600.00,"2026-02-07 22:15:00"
"Galletas Festival Chocolate","Snacks",10,1182600.00,"2026-02-07 22:15:00"
"Chocoramo","Snacks",4,1182600.00,"2026-02-07 22:15:00"
"Aceite Girasol 1L","Basicos hogar",5,1182600.00,"2026-02-07 22:15:00"
"Azucar Manuelita 1Kg","Basicos hogar",10,1182600.00,"2026-02-07 22:15:00"
"Cafe Sello Rojo 250g","Basicos hogar",10,1182600.00,"2026-02-07 22:15:00"
"Panela redonda 500g","Basicos hogar",7,1182600.00,"2026-02-07 22:15:00"
"Huevos x30 unidades","Basicos hogar",9,1182600.00,"2026-02-07 22:15:00"
"Arroz Diana 1Kg","Granos y cereales",12,503600.00,"2026-02-07 01:14:00"
"Arroz Roa 5Kg","Granos y cereales",10,503600.00,"2026-02-07 01:14:00"
"Lentejas 500g","Granos y cereales",9,503600.00,"2026-02-07 01:14:00"
"Frijol rojo 500g","Granos y cereales",9,503600.00,"2026-02-07 01:14:00"
"Avena Quaker 400g","Granos y cereales",5,503600.00,"2026-02-07 01:14:00"
"Pasta Doria Espagueti 250g","Granos y cereales",3,503600.00,"2026-02-07 01:14:00"
"Leche Alqueria Entera 1L","Lacteos",8,503600.00,"2026-02-07 01:14:00"
"Leche Colanta Deslactosada 1L","Lacteos",12,503600.00,"2026-02-07 01:14:00"
"Yogurt Alpina 1L","Lacteos",10,503600.00,"2026-02-07 01:14:00"
"Sardina Isabel 170g","Enlatados",5,307300.00,"2026-02-06 12:29:00"
"Salchicha Ranchera x5","Enlatados",3,307300.00,"2026-02-06 12:29:00"
"Papas Margarita Natural 30g","Snacks",10,307300.00,"2026-02-06 12:29:00"
"Galletas Festival Chocolate","Snacks",12,307300.00,"2026-02-06 12:29:00"
"Chocoramo","Snacks",8,307300.00,"2026-02-06 12:29:00"
"Aceite Girasol 1L","Basicos hogar",4,307300.00,"2026-02-06 12:29:00"
"Azucar Manuelita 1Kg","Basicos hogar",5,307300.00,"2026-02-06 12:29:00"
"Cafe Sello Rojo 250g","Basicos hogar",6,307300.00,"2026-02-06 12:29:00"
"Huevos x30 unidades","Basicos hogar",7,307300.00,"2026-02-06 12:29:00"
"Mantequilla 250g","Lacteos",2,116800.00,"2026-02-06 12:11:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",4,116800.00,"2026-02-06 12:11:00"
"Jugo Hit Naranja 1L","Bebidas",5,116800.00,"2026-02-06 12:11:00"
"Agua Cristal 600ml","Bebidas",5,116800.00,"2026-02-06 12:11:00"
"Cerveza Poker 330ml","Bebidas",9,116800.00,"2026-02-06 12:11:00"
"Jabon Rey 300g","Aseo",2,116800.00,"2026-02-06 12:11:00"
"Detergente Fab 1Kg","Aseo",1,116800.00,"2026-02-06 12:11:00"
"Papel Higienico Familia x4","Aseo",2,116800.00,"2026-02-06 12:11:00"
"Atun Van Camps 160g","Enlatados",3,116800.00,"2026-02-06 12:11:00"
"Arroz Roa 5Kg","Granos y cereales",12,393400.00,"2026-02-06 01:21:00"
"Frijol rojo 500g","Granos y cereales",9,393400.00,"2026-02-06 01:21:00"
"Avena Quaker 400g","Granos y cereales",4,393400.00,"2026-02-06 01:21:00"
"Pasta Doria Espagueti 250g","Granos y cereales",12,393400.00,"2026-02-06 01:21:00"
"Harina de Trigo 1Kg","Granos y cereales",2,393400.00,"2026-02-06 01:21:00"
"Leche Alqueria Entera 1L","Lacteos",3,393400.00,"2026-02-06 01:21:00"
"Leche Colanta Deslactosada 1L","Lacteos",5,393400.00,"2026-02-06 01:21:00"
"Yogurt Alpina 1L","Lacteos",4,393400.00,"2026-02-06 01:21:00"
"Mantequilla 250g","Lacteos",4,123600.00,"2026-02-05 23:52:00"
"Coca-Cola 350ml","Bebidas",3,123600.00,"2026-02-05 23:52:00"
"Gaseosa Postobon Manzana 350ml","Bebidas",6,123600.00,"2026-02-05 23:52:00"
"Agua Cristal 600ml","Bebidas",12,123600.00,"2026-02-05 23:52:00"
"Cerveza Poker 330ml","Bebidas",11,123600.00,"2026-02-05 23:52:00"
"Cepillo de Dientes Colgate","Aseo",2,123600.00,"2026-02-05 23:52:00"
"Atun Van Camps 160g","Enlatados",2,123600.00,"2026-02-05 23:52:00"
"Frijoles enlatados Zenú 300g","Enlatados",3,123600.00,"2026-02-05 23:52:00"
"Papas Margarita Natural 30g","Snacks",5,179200.00,"2026-02-05 16:48:00"
"Galletas Festival Chocolate","Snacks",3,179200.00,"2026-02-05 16:48:00"
